FilePath,Project,Extension,Classification,AuditStatus,Notes
SmartAttendance.Infrastructure/Migrations/20260711064619_AddCompanySetupFoundationAndReconcileModel_20260711.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260711064619_AddCompanySetupFoundationAndReconcileModel_20260711.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260711092610_RedesignPayrollCutoffPolicies_20260711_122556.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260711092610_RedesignPayrollCutoffPolicies_20260711_122556.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260711155333_AddIndependentDepartmentsAndEmployeeWorkLocations_20260711.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260711155333_AddIndependentDepartmentsAndEmployeeWorkLocations_20260711.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260711165702_AddCompanyScopedPositionsAndEmployeePositionLink_20260711.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260711165702_AddCompanyScopedPositionsAndEmployeePositionLink_20260711.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260711171809_RemoveEmployeePositionSyncTrigger_20260711.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260711171809_RemoveEmployeePositionSyncTrigger_20260711.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260714194223_AddAnnouncementStudioFinalFoundation_20260714.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260714194223_AddAnnouncementStudioFinalFoundation_20260714.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260714214500_MigrateLegacyAnnouncementsToAnnouncementStudio_20260714.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260715130000_AddPeoplePermissionRulesAndScopes_20260715.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260715130000_AddPeoplePermissionRulesAndScopes_20260715.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260717165105_ReconcileEmployeeLegacyColumns_20260717.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260717165105_ReconcileEmployeeLegacyColumns_20260717.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/20260717171600_FixEmployeeShiftShiftRelationship_20260717.Designer.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Migrations/20260717171600_FixEmployeeShiftShiftRelationship_20260717.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Migrations/ApplicationDbContextModelSnapshot.cs,SmartAttendance.Infrastructure,cs,GENERATED,GENERATED - VERIFIED,EF Core scaffolding emitted by dotnet ef
SmartAttendance.Infrastructure/Persistence/ApplicationDbContext.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementAttachmentConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementAudienceRuleConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementAuditLogConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementChannelConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementCommentConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementContentConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementGroupConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementReactionConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementReadReceiptConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementRecipientConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementSignatureConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AnnouncementTemplateConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/AttendanceRecordConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/BranchConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/CompanyConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/CompanyPayrollSettingConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/DepartmentConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/DeviceConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeAllowanceConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeContractConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeDependentConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeFinancialInfoConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeRecordConfigurations.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeShiftConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeTaskConfigurations.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/EmployeeViolationCaseConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/HolidayConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/HrJobPositionConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/LeaveBalanceConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/LeaveRequestConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/PayrollCutoffPolicyConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/PayrollCutoffPolicyTypeConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/PermissionConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/ShiftConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/SystemUserConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/SystemUserPermissionConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/UserNotificationConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Persistence/Configurations/UserNotificationRecipientConfiguration.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Repositories/Common/GenericRepository.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Repositories/CompanyRepository.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Repositories/UnitOfWork.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Security/PeopleDataScopeQueryExtensions.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Seeding/DefaultShiftSeeder.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Seeding/PeoplePermissionSeeder.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AnnouncementService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendanceAdvancedReportService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendanceImportService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendanceProcessingService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendancePunchAggregator.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendanceRecordService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/AttendanceReportService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/CompanyService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/DepartmentService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/DeviceService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/EmployeePermissionService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/EmployeeService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/EmployeeShiftService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/HolidayService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/LeaveRequestService.cs,SmartAttendance.Infrastructure,cs,SOURCE,REVIEWED,Phase 3 Module 4-5 + AUTHZ-003 fix
SmartAttendance.Infrastructure/Services/LoginIdentityService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/MasterDataImportService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/PermissionAuthorizationService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/PermissionService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/SetupService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/Services/ShiftService.cs,SmartAttendance.Infrastructure,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Infrastructure/SmartAttendance.Infrastructure.csproj,SmartAttendance.Infrastructure,csproj,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/.gitignore,SmartAttendance.MobileApp,gitignore,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/README.md,SmartAttendance.MobileApp,md,DOCUMENTATION,NOT REVIEWED,reference only - not source of truth
SmartAttendance.MobileApp/app/AndroidManifest.xml,SmartAttendance.MobileApp,xml,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/app/res/mipmap-xhdpi/ic_launcher.png,SmartAttendance.MobileApp,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.MobileApp/app/res/mipmap-xxhdpi/ic_launcher.png,SmartAttendance.MobileApp,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.MobileApp/app/res/mipmap-xxxhdpi/ic_launcher.png,SmartAttendance.MobileApp,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.MobileApp/app/res/values/strings.xml,SmartAttendance.MobileApp,xml,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/app/res/values/styles.xml,SmartAttendance.MobileApp,xml,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/app/res/xml/network_security_config.xml,SmartAttendance.MobileApp,xml,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/app/src/com/zynora/portal/MainActivity.java,SmartAttendance.MobileApp,java,SOURCE,NOT REVIEWED,
SmartAttendance.MobileApp/build.sh,SmartAttendance.MobileApp,sh,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AccessProfileTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AccessRoleScopeTranslatorTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AccessRoleServiceIntegrationTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AccessibleBrandPaletteTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AcknowledgmentStatusTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AdministrativeDeletePolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ApiTokenHotPathTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceAnalysisCompanyScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceDailyHoursUnifiedTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceEligibilityTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceImportSecurityTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceOperationsEncodingTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceOperationsNotAnalyzedTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceOperationsScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendancePeriodDaysTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendancePeriodPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendancePunchAggregatorTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceSalaryBaseTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceSalaryLinkTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/AttendanceTruthSourceTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/BackOfficeNotificationScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/BankFileTemplateIntegrationTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/BankFileTemplateStoreTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/BulkRequestTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CalendarUnclipGuardTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CertificateSecretGuardTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CompanyIsolationScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ConfigTenantScopeGapTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ConfigTenantScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ContractDeleteCanonicalTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ContractPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/ContractWritePathConsolidationTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CookieSecurityPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CspPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CspReportOnlyMigrationTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/CspViolationSinkTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DashboardTaskBuilderTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DayAttendanceDeriveTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DayAttendanceNotifyScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DesignTokenConsumptionTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DisciplinaryLetterTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DisciplinaryPolicyPackTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DisciplinaryPolicyRulesTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DocumentRequestPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DocumentTokenEngineTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DocumentVerificationPolicyTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/DomXssGuardTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeCompanyGuardScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeCompanyGuardTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeDefinedSalaryBaseTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeImportScopeTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeListScopeIntersectionTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Tests/EmployeeLookupScopeBeforeLimitTests.cs,SmartAttendance.Tests,cs,SOURCE,NOT REVIEWED,
